run_id,preprocess,input,model,family,train_qwk,train_accuracy,train_adjacent_accuracy,train_mae,train_raw_exact,train_raw_within1,train_raw_mae,train_pct_mae,test_qwk,test_accuracy,test_adjacent_accuracy,test_mae,test_raw_exact,test_raw_within1,test_raw_mae,test_pct_mae,val_qwk,best_epoch,seconds
raw_ra_dual_mbert_maxfeat,raw,ra,dual_mbert_maxfeat,dual_maxfeat,0.7080,0.5229,0.9300,0.5628,0.3333,0.6534,1.4577,12.5464,0.6564,0.5112,0.9045,0.6180,0.3483,0.6404,1.5955,12.9728,0.6882,,0.4
raw_ra_dual_xlmr_maxfeat,raw,ra,dual_xlmr_maxfeat,dual_maxfeat,0.7970,0.5833,0.9710,0.4517,0.4287,0.7367,1.0737,9.2555,0.7217,0.5674,0.9326,0.5112,0.4438,0.7247,1.3146,10.5197,0.7355,,0.4
segment_qar_bilstm_maxfeat,segment,qar,bilstm_maxfeat,bilstm_maxfeat,0.6767,0.4976,0.9203,0.6039,0.3551,0.6184,1.5447,13.0267,0.5835,0.5562,0.8539,0.6404,0.3876,0.6292,1.6910,13.4551,0.6763,,0.3
segment_qar_cross_gte_maxfeat,segment,qar,cross_gte_maxfeat,cross_maxfeat,0.8313,0.6486,0.9783,0.3732,0.4058,0.7476,1.0109,9.1027,0.7228,0.6573,0.9101,0.4438,0.3820,0.6910,1.4438,12.2626,0.7545,,0.4
segment_qar_cross_mbert_maxfeat,segment,qar,cross_mbert_maxfeat,cross_maxfeat,0.4029,0.2754,0.8092,0.9203,0.2005,0.4336,2.2669,20.8349,0.3792,0.2753,0.7865,0.9438,0.2191,0.4157,2.3427,21.7422,0.3302,,0.5
segment_qar_cross_xlmr_maxfeat,segment,qar,cross_xlmr_maxfeat,cross_maxfeat,0.8429,0.6944,0.9686,0.3382,0.5157,0.7742,0.8998,7.8282,0.7581,0.7360,0.9101,0.3708,0.4888,0.7247,1.2978,10.4026,0.7741,,0.4
segment_qar_dual_gte_maxfeat,segment,qar,dual_gte_maxfeat,dual_maxfeat,0.8564,0.6981,0.9771,0.3249,0.4577,0.7717,0.9517,8.1543,0.7987,0.7022,0.9382,0.3652,0.4438,0.7135,1.2416,9.9860,0.7712,,0.4
segment_qar_dual_mbert_maxfeat,segment,qar,dual_mbert_maxfeat,dual_maxfeat,0.5685,0.4384,0.8478,0.7428,0.2101,0.4952,2.0048,17.6833,0.5720,0.4719,0.8539,0.7191,0.1798,0.5169,2.1180,18.4771,0.5497,,0.5
segment_qar_dual_xlmr_maxfeat,segment,qar,dual_xlmr_maxfeat,dual_maxfeat,0.8344,0.6413,0.9807,0.3780,0.4601,0.7609,0.9444,8.1733,0.7626,0.6461,0.9438,0.4213,0.4831,0.7360,1.2191,9.8361,0.7845,,0.4
segment_ra_bilstm_maxfeat,segment,ra,bilstm_maxfeat,bilstm_maxfeat,0.8399,0.7114,0.9626,0.3273,0.4650,0.7512,0.9976,8.5138,0.7478,0.6629,0.9270,0.4270,0.4157,0.7191,1.4494,11.2968,0.6952,,0.4
segment_ra_cross_gte_maxfeat,segment,ra,cross_gte_maxfeat,cross_maxfeat,0.8469,0.7283,0.9662,0.3068,0.4855,0.7657,0.9432,8.2016,0.7837,0.7360,0.9213,0.3483,0.4831,0.7528,1.2247,9.9579,0.7771,,0.4
segment_ra_cross_mbert_maxfeat,segment,ra,cross_mbert_maxfeat,cross_maxfeat,0.4344,0.2899,0.7959,0.9167,0.1981,0.4396,2.2621,20.8056,0.4504,0.2809,0.8090,0.9101,0.2079,0.4326,2.3258,21.5255,0.3456,,0.4
segment_ra_cross_xlmr_maxfeat,segment,ra,cross_xlmr_maxfeat,cross_maxfeat,0.7955,0.5870,0.9686,0.4469,0.4130,0.7162,1.1558,9.8894,0.7332,0.6067,0.9213,0.4831,0.4270,0.7135,1.2978,10.5805,0.7544,,0.4
segment_ra_dual_gte_maxfeat,segment,ra,dual_gte_maxfeat,dual_maxfeat,0.8452,0.6908,0.9771,0.3321,0.3816,0.7198,1.1304,9.5894,0.7580,0.6742,0.9326,0.4045,0.4157,0.7191,1.3146,10.6648,0.7920,,0.6
segment_ra_dual_mbert_maxfeat,segment,ra,dual_mbert_maxfeat,dual_maxfeat,0.5374,0.3925,0.8478,0.7874,0.2271,0.5109,2.0278,17.7558,0.5358,0.4213,0.8315,0.7697,0.1966,0.5393,2.1573,18.5193,0.6007,,0.4
segment_ra_dual_xlmr_maxfeat,segment,ra,dual_xlmr_maxfeat,dual_maxfeat,0.8389,0.6014,0.9795,0.4215,0.4867,0.7838,0.8973,7.8935,0.7609,0.6517,0.9213,0.4382,0.5112,0.7640,1.1517,9.3258,0.7747,,0.4
