run_id,preprocess,input,model,family,test_qwk,test_accuracy,test_adjacent_accuracy,test_mae,val_qwk,best_epoch,seconds
segment_ra_tfidf_svr,segment,ra,tfidf_svr,classical,0.7946,0.6296,0.9704,0.4000,0.7541,,60.4
